id,name,type,typecode,biztype,address,gcj02_x,gcj02_y,wgs84_x,wgs84_y,tel,pname,cityname,adname,大类,中类,小类
B0FFG47P61,南澳第一沙滩,风景名胜;风景名胜;海滩,110208,tour,海滨北路附近,114.481593,22.547199,114.47682234487588,22.550007717028613,18816747953,广东省,深圳市,龙岗区,风景名胜,风景名胜,海滩
B02F38NJBZ,碧海湾景区,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区大鹏街道金沙西路,114.45143,22.569169,114.44656454120192,22.571899186008864,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFF9O96R,南澳海贝湾潜水基地,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏南澳镇海滨南路33号(盆仔湾旁),114.485211,22.540066,114.48045333653266,22.542885719135125,13823555044;13925224432,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFJ8XZ4C,金沙湾滨海公园,风景名胜;公园广场;公园,110101,tour,大鹏新区棕榈大道33号,114.456433,22.569263,114.45158119934396,22.57200410096442,[],广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B0FFF9LYR4,月半湾海滨广场,风景名胜;风景名胜相关;旅游景点,110000,tour,金沙大道金沙湾,114.466897,22.560727,114.46207695340472,22.56349432697491,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFIF9JU6,天后宫,风景名胜;风景名胜;寺庙道观,110205,tour,南澳富民路与富民路交叉口南20米,114.492359,22.530038,114.4876271586656,22.532879493640863,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B0JRR5VD0X,南澳马尔代夫沙滩,风景名胜;风景名胜;风景名胜,110200,tour,海滨南路21-13号,114.486465,22.53671,114.48171193278856,22.539533609830503,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0FFK5D6SU,南澳广场-月亮湾广场,风景名胜;公园广场;城市广场,110105,tour,海滨南路南澳广场(西北角),114.488923,22.534385,114.48417872137357,22.53721601141509,[],广东省,深圳市,龙岗区,风景名胜,公园广场,城市广场
B02F38I853,枫浪山公园,风景名胜;公园广场;公园,110101,tour,新创街(枫南小区西南),114.496746,22.529612,114.49202980566274,22.53246670228308,[],广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B0GUCRAQ68,南澳市民广场,风景名胜;公园广场;城市广场,110105,tour,大鹏新区南澳同富路,114.497883,22.536254,114.4931704462074,22.53911176435301,[],广东省,深圳市,龙岗区,风景名胜,公园广场,城市广场
B0HRRUV34I,鹏飞公园,风景名胜;公园广场;公园,110101,tour,棕榈大道33号中信金沙湾,114.457651,22.571862,114.45280249139611,22.57460561542598,18165776256,广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B0FFKDM32W,海滨走廊,风景名胜;风景名胜相关;旅游景点,110000,tour,海港路4号,114.489643,22.530178,114.484901527472,22.533011379379708,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFILE5EE,抛狗岭,风景名胜;风景名胜相关;旅游景点,110000,tour,[],114.51123,22.493661,114.50656741417367,22.49656019708803,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFHF12D0,东冲海柴角,风景名胜;风景名胜相关;旅游景点,110000,tour,南澳街道海柴角,114.624268,22.508129,114.6197768603562,22.511164478487085,0755-84422281,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0G33SX99X,望郎归,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳地质公园路1号深圳大鹏半岛国家地质公园内(东侧),114.614415,22.517362,114.60993105021323,22.520405849165183,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0J1R5QOID,周星驰《美人鱼》拍摄地,风景名胜;风景名胜;风景名胜,110200,tour,鹿嘴大道,114.609961,22.539478,114.60547786244337,22.5425234512043,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0J1RUQORM,人鱼洞,风景名胜;风景名胜;风景名胜,110200,tour,鹿嘴大道,114.609751,22.540846,114.60526785913876,22.5438914698528,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0FFMA4TBK,一号观景平台,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳地质公园路1号深圳大鹏半岛国家地质公园内(东侧),114.603643,22.53254,114.5991618172431,22.535588300105644,0755-84422281,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0J1R5LM3L,鹿咀断层,风景名胜;风景名胜;风景名胜,110200,tour,鹿嘴山庄餐厅东侧250米,114.609608,22.540578,114.6051249290125,22.54362355959641,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0FFMA6IPM,三号观景平台,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳地质公园路1号深圳大鹏半岛国家地质公园内(东侧),114.596923,22.523049,114.59244196037515,22.52609848850918,0755-84422281,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B02F38S8E8,深圳东涌沙滩,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳镇东涌村,114.584126,22.489117,114.57964007712948,22.492163007038723,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0G3ZDRQQH,三号山顶平台,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳地质公园路1号深圳大鹏半岛国家地质公园内,114.58815,22.518593,114.58366534302118,22.52164061300034,0755-84422281,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFMA6E8F,五号观景平台,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳地质公园路1号深圳大鹏半岛国家地质公园内(东侧),114.593055,22.519796,114.58857291320932,22.52284513893289,0755-84422281,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFFZZQ3A,红树林观光台,风景名胜;风景名胜;观景点,110209,tour,东涌旅游区内,114.581935,22.488643,114.57744709787112,22.49168755552002,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,观景点
B02F38S8EU,七娘山,风景名胜;风景名胜相关;旅游景点,110000,tour,地质公园路1号附近,114.571839,22.521413,114.56733676344696,22.5244474930266,0755-84422281,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B02F38J6GZ,深圳大鹏半岛国家地质公园,风景名胜;公园广场;公园,110101,tour,地质公园路,114.571709,22.521436,114.56720657055772,22.52447034073246,0755-84422281,广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B02F37VN31,东冲社区沙岗公园,风景名胜;公园广场;公园,110101,tour,南澳街道东涌路,114.581062,22.491927,114.57657303067262,22.494970922140485,[],广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B0FFFDR02F,大鹏湾游艇,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏镇大澳湾山庄内,114.467451,22.560284,114.46263272230172,22.56305279794995,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFH81WG2,中信金沙湾,风景名胜;风景名胜;风景名胜,110200,tour,棕榈大道33号,114.458767,22.571447,114.45392172869133,22.574193253426785,4009033888,广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0FFLNWO86,金沙湾天后宫妈祖庙,风景名胜;风景名胜;寺庙道观,110205,tour,金沙大道北段与金沙大道东段交叉口北380米,114.459709,22.575384,114.45486621996224,22.57813204778962,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B0H6HMER1R,南澳消防主题公园,风景名胜;公园广场;公园,110101,tour,南澳市民广场,114.49762,22.536245,114.49290650834232,22.53910197146237,[],广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B0I3F1YWFS,深圳金沙湾海滨度假区,风景名胜;风景名胜相关;旅游景点,110000,tour,金沙湾滨海公园西侧450米,114.452035,22.569597,114.44717111887644,22.57232841736393,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFJCT427,大鹏金沙湾蓝骑士水运动中心,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区棕榈大道33号,114.457761,22.569333,114.452912966949,22.572077133540034,0755-23992429;17520502291,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B02F38JEX7,大鹏半岛国家地质公园管理处安全生产监控指挥中心,风景名胜;风景名胜;风景名胜,110200,tour,大岭吓南区20号,114.5163,22.53647,114.5116523065696,22.539382749277287,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0FFM9HHMZ,水头海鲜街入口处铜像,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏街道水头海鲜街入口处铜像,114.496759,22.565596,114.49204059714224,22.56844805938844,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0K6PZYYLK,七娘山起点大榕树,风景名胜;风景名胜;风景名胜,110200,tour,地质公园路31号,114.520967,22.528186,114.51633562494868,22.53111261591745,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0FFL4NVEG,陈氏宗祠,风景名胜;风景名胜;寺庙道观,110205,tour,孖岗路与新丰路交叉口东南220米,114.516496,22.530533,114.5118493468246,22.53344665177945,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B0FFKE0MOW,听风广场,风景名胜;公园广场;城市广场,110105,tour,水头路与石角头一路交叉口南100米,114.495015,22.562762,114.49029055587404,22.565609079550267,[],广东省,深圳市,龙岗区,风景名胜,公园广场,城市广场
B02F38NJ9I,天后宫,风景名胜;风景名胜;寺庙道观,110205,tour,东涌冲街村32号附近,114.582648,22.487718,114.57816083408396,22.490763047226743,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B0FFFRCZ8O,杨梅坑,风景名胜;风景名胜;风景名胜,110200,tour,东山社区,114.571145,22.54497,114.56664029067444,22.548002364896533,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0FFFDGMSW,南澳杨梅坑户外拓展基地,风景名胜;风景名胜相关;旅游景点,110000,tour,南澳街道办杨梅坑59号(天然潭度假村内),114.571381,22.544368,114.56687668103154,22.547400687599804,0755-28225232,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFIY4OH0,红树林观鸟,风景名胜;风景名胜相关;旅游景点,110000,tour,东涌旅游区内,114.581813,22.489513,114.57732492594928,22.49255747106391,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFMACK1H,一号山顶平台,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳地质公园路1号深圳大鹏半岛国家地质公园内,114.587618,22.517239,114.5831330669285,22.520286425552737,0755-84422281,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFFWVFY3,深圳东冲沙滩,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳镇东涌村深圳东涌沙滩,114.584127,22.489118,114.57964107793032,22.492164007654,0755-88845622,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0IKSU1TNZ,东涌红树林湿地园,风景名胜;公园广场;公园,110101,tour,东涌桥与东涌路交叉口西140米,114.573484,22.492713,114.56898586875744,22.495749946003325,[],广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B0FFJRU5P2,电影美人鱼拍摄基地,风景名胜;风景名胜相关;旅游景点,110000,tour,东山社区杨梅坑,114.572055,22.544283,114.5675516809769,22.547316480022044,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0J1R7RNPR,杨梅坑沙滩,风景名胜;风景名胜;海滩,110208,tour,新东路56号,114.570591,22.545182,114.56608543724548,22.54821368275077,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,海滩
B0HGNSMQTZ,鹿雁科考线(暂停开放),风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳地质公园路1号深圳大鹏半岛国家地质公园内,114.603139,22.535602,114.59865767250676,22.53865024813017,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFG0T9J7,东涌旅游区(暂停开放),风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏东涌沙滩,114.583472,22.48789,114.57898557761968,22.49093559225422,0755-88845622,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFJDHGGY,东西涌,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏湾南澳半岛南,114.583618,22.488078,114.57913169622176,22.49112368632965,0755-88845622,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0I15UY3JH,天然谭,风景名胜;风景名胜相关;旅游景点,110000,tour,杨梅坑,114.571039,22.542178,114.56653430187762,22.545210432001788,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0I26CJ43J,南海观音廟,风景名胜;风景名胜;寺庙道观,110205,tour,禁山,114.575163,22.538823,114.57066431530008,22.54186021194152,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B02F38IOLP,高新区文化广场,风景名胜;公园广场;城市广场,110105,tour,工业大道与西环一路交叉口西北40米,114.492559,22.570004,114.48782536026914,22.57284298786953,[],广东省,深圳市,龙岗区,风景名胜,公园广场,城市广场
B0FFGY3V1M,大鹿港,风景名胜;风景名胜相关;旅游景点,110000,tour,南澳街道富民路120号,114.501499,22.462469,114.49680395215576,22.46533845824822,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFIFS0PI,大鹏新区银滩公园,风景名胜;公园广场;公园,110101,tour,银滩路与滨海二路交叉口北300米,114.501857,22.575199,114.49715618502896,22.57806544303947,[],广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B0G09BKRCF,大鹏禾塘湿地园,风景名胜;公园广场;公园,110101,tour,南澳街道新大社区新东路,114.524576,22.540241,114.5199558081598,22.543177052051227,[],广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B02F38SVMD,南澳镇西涌仙人掌沙滩,风景名胜;风景名胜;风景名胜,110200,tour,西冲2号沙滩(近海边),114.541009,22.477887,114.53644268609304,22.480866840515617,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B02F37VNBV,谭仙古庙,风景名胜;风景名胜;寺庙道观,110205,tour,西贡村,114.521506,22.471894,114.516879911594,22.474822790781925,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B0G3SXZ8B1,地球探秘厅,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳新大地质公园路1号深圳大鹏半岛国家地质公园博物馆内,114.53122,22.528821,114.5266216774113,22.531775642318063,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0G3AK6SH0,火山风貌园,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳新大地质公园路1号深圳大鹏半岛国家地质公园博物馆内,114.531463,22.529549,114.52686538439578,22.53250424225125,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFH0864U,关帝庙(碧洲文明小区东),风景名胜;风景名胜;寺庙道观,110205,tour,碧洲村民活动中心东侧60米,114.524373,22.53493,114.51975247370817,22.537865815452665,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B0FFMBIJ3F,鹿咀自然课堂步道,风景名胜;风景名胜;风景名胜,110200,tour,X260(南澳新东路),114.524855,22.547205,114.5202352870564,22.55014134020982,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0FFFGXGV1,西涌情人岛,风景名胜;风景名胜;风景名胜,110200,tour,南澳镇西冲,114.540253,22.463618,114.5356854450782,22.46659566190124,0755-22197676,广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0HR0GS6ZI,2号沙滩,风景名胜;风景名胜;海滩,110208,tour,大鹏新区南澳街道西涌社区新屋村68号西涌旅游度假区,114.535578,22.473491,114.53099631401685,22.47645754842741,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,海滩
B0FFH8HIKZ,日出观景台(不对外开放),风景名胜;风景名胜;观景点,110209,tour,南西公路附近,114.531126,22.462022,114.52653150966562,22.46497675303144,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,观景点
B0FFG9M0GP,七星湾,风景名胜;风景名胜相关;旅游景点,110000,tour,高岭村,114.540068,22.562541,114.53549383111591,22.56551537315077,0755-23486777,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B02F38IF4R,大鹏布新社区公园,风景名胜;公园广场;公园,110101,tour,大鹏街道办布新社区石桥头村,114.485104,22.575886,114.48034370746862,22.578702251047943,[],广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B02F37U6J9,天后古庙,风景名胜;风景名胜;寺庙道观,110205,tour,赤湾六路9号,114.528435,22.554913,114.52382632907212,22.55785849529299,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B0JAVHQWQO,协天宫,风景名胜;风景名胜;风景名胜,110200,tour,南西路13号,114.530792,22.479394,114.52619540146286,22.482348355631604,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0FFGOML7L,西冲友谊沙滩,风景名胜;风景名胜;海滩,110208,tour,南澳镇西涌仙人掌沙滩(东北角),114.54196,22.478547,114.53739628205788,22.481529071979885,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,海滩
B0FFGLQVZT,西涌沙滩3号沙滩,风景名胜;风景名胜;海滩,110208,tour,西涌鹤薮村3号沙滩,114.543686,22.47958,114.53912692152127,22.48256604437412,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,海滩
B0FFMA6K9S,七娘山主峰观景平台,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳地质公园路1号深圳大鹏半岛国家地质公园内(西侧),114.548385,22.522048,114.5438355570557,22.52504377659871,0755-84422281,广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFFZIWUE,南澳镇西冲仙人掌沙滩-海豚湾沙滩,风景名胜;风景名胜;海滩,110208,tour,南澳镇西冲仙人掌沙滩附近,114.539198,22.476921,114.5346266381468,22.4798965178824,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,海滩
B0FFGZPVM1,西涌海滨浴场4号沙滩,风景名胜;风景名胜;海滩,110208,tour,南澳街道西冲社区,114.550474,22.481843,114.5459321942131,22.48484366122035,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,海滩
B0GUDRS52K,西涌鹤薮公园,风景名胜;公园广场;公园,110101,tour,西涌社区鹤薮小区内,114.538082,22.481062,114.53350718079548,22.48403488476626,[],广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B02F38IQVD,天后古庙(沙埔),风景名胜;风景名胜;寺庙道观,110205,tour,珍珠街与沙埔珍珠街交叉口东北280米,114.528501,22.554908,114.52389253876612,22.55785367311316,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B02F30569Q,天后宫,风景名胜;风景名胜;寺庙道观,110205,tour,西冲,114.52877,22.465161,114.52416793874694,22.4681096183329,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B0H2PUQTY3,岩石科普径,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏新区南澳新大地质公园路1号深圳大鹏半岛国家地质公园博物馆内,114.530888,22.528009,114.52628869754822,22.53096281028073,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0FFF4NLUQ,西涌文化广场,风景名胜;公园广场;城市广场,110105,tour,西冲(西涌)一朵小花客栈鹤薮村175号近西,114.537905,22.484293,114.53332947016936,22.487265490541443,[],广东省,深圳市,龙岗区,风景名胜,公园广场,城市广场
B0FFG2HMIG,观音庙,风景名胜;风景名胜;寺庙道观,110205,tour,西涌旅游区西涌海滨浴场内,114.547766,22.482026,114.54321745037952,22.485021036721538,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B0H0A6QG8V,西涌沙滩,风景名胜;风景名胜;海滩,110208,tour,大鹏新区南澳街道西涌社区新屋村68号西涌旅游度假区,114.534248,22.472576,114.52966239559322,22.4755391652084,0755-22276159;0755-84310788,广东省,深圳市,龙岗区,风景名胜,风景名胜,海滩
B02F38I84Z,社区公园,风景名胜;公园广场;公园,110101,tour,大鹏街道水头社区龙岐墩子村6-5号,114.498899,22.566426,114.4941881823179,22.56928443348211,[],广东省,深圳市,龙岗区,风景名胜,公园广场,公园
B0FFG8DEVG,1号沙滩,风景名胜;风景名胜;海滩,110208,tour,南澳镇西涌仙人掌沙滩,114.530231,22.467369,114.52563339506196,22.47032158477329,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,海滩
B0IRO7ZH4R,二号观景平台,风景名胜;风景名胜;风景名胜,110200,tour,大鹏新区国家地质公园(七娘山),114.542353,22.523303,114.53778760896904,22.5262854113106,0755-84422281,广东省,深圳市,龙岗区,风景名胜,风景名胜,风景名胜
B0FFH0863H,关帝庙,风景名胜;风景名胜;寺庙道观,110205,tour,大鹏新区南澳街道东山社区海碓路,114.544563,22.557324,114.54000148706788,22.56030921815256,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,寺庙道观
B0G2AODBYT,东山村,风景名胜;风景名胜相关;旅游景点,110000,tour,大鹏东山村,114.529462,22.554128,114.52485662294292,22.557076310088405,[],广东省,深圳市,龙岗区,风景名胜,风景名胜相关,旅游景点
B0G1ZC6WM3,袁庚祖居,风景名胜;风景名胜;纪念馆,110204,tour,水贝村水贝老屋红11号,114.488698,22.580914,114.48395000191766,22.58374026695546,[],广东省,深圳市,龙岗区,风景名胜,风景名胜,纪念馆
