id,name,type,typecode,biztype,address,gcj02_x,gcj02_y,wgs84_x,wgs84_y,tel,pname,cityname,adname,大类,中类,小类
B0FFGDTPF2,望牛亭公园-公共厕所(无障碍),公共设施;公共厕所;公共厕所,200300,[],聚福龙腾街望牛亭(政丰北路),113.817653,22.672306,113.8126036387538,22.675229809264163,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0J2PSB7DY,公共厕所(无障碍),公共设施;公共厕所;公共厕所,200300,[],福洲大道5-2号,113.796169,22.674412,113.79106617128907,22.677298624372103,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0FFHLS0Y4,公共厕所,公共设施;公共厕所;公共厕所,200300,[],沙浦围工业大道东50米,113.824654,22.777803,113.8196165303992,22.78071011501392,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0J30A8U47,无障碍洗手间,公共设施;公共厕所;公共厕所,200300,[],福和路与福和路西十二巷交叉口东北40米,113.803159,22.758265,113.79806711266964,22.76113971750839,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0KGZZYZPC,天源隆广场 (步涌店)3楼公厕,公共设施;公共厕所;公共厕所,200300,[],新和大道92-5号,113.811038,22.758678,113.80596578125312,22.761566161536688,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0KGZZ2DIA,天源隆广场 (共和店)3楼公厕,公共设施;公共厕所;公共厕所,200300,[],福和路2号,113.803217,22.758316,113.79812525004584,22.761190797549627,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0G3MDXW3J,公共厕所,公共设施;公共厕所;公共厕所,200300,[],鸣家便利店对面,113.82288,22.765088,113.8178385807026,22.76799592625555,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0IRHLT9P3,宝安区共和社康公厕,公共设施;公共厕所;公共厕所,200300,[],福和路西59号,113.799505,22.758686,113.7944043686747,22.761554659684872,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0J0GDGJ2F,鸟巢储物柜,公共设施;公共设施;公共设施,200000,[],大田村48号,113.816417,22.758483,113.81135879380884,22.761380976150807,[],广东省,深圳市,宝安区,公共设施,公共设施,公共设施
B0J24SUFLT,洗手间,公共设施;公共厕所;公共厕所,200300,[],沙江路186号,113.827708,22.771184,113.8226792013826,22.77409907808721,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0K6XD1IUP,新屋村西公厕,公共设施;公共厕所;公共厕所,200300,[],光明区畔新路,113.936981,22.813776,113.93209398705989,22.816740135617643,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B02F38IGII,公共厕所,公共设施;公共厕所;公共厕所,200300,[],光明区新陂头路,113.941572,22.805013,113.93668069909312,22.80797270752132,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0JDUAKUSB,松岗街道党群服务中心公厕,公共设施;公共厕所;公共厕所,200300,[],沙江路,113.828905,22.771208,113.82387943456897,22.774125338022667,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0KBOZHDAK,新屋村东公厕,公共设施;公共厕所;公共厕所,200300,[],宝安区正祥路,113.939442,22.81908,113.9345521637327,22.822038263530377,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0HGFZ5F1S,公共厕所,公共设施;公共厕所;公共厕所,200300,[],西田路西田体育公园(西侧),113.906498,22.809481,113.90161864340396,22.812473714577635,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0FFGIHMCI,公共厕所,公共设施;公共厕所;公共厕所,200300,[],宝安大道,113.825741,22.788068,113.82070579658648,22.79097371331156,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0FFHLSBXL,公共厕所,公共设施;公共厕所;公共厕所,200300,[],中国广东省深圳市光明区Y142(光侨北路),113.944165,22.803943,113.9392706297081,22.80689844136525,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0JR1SSYR7,公共厕所,公共设施;公共厕所;公共厕所,200300,[],沙浦二路415号,113.830101,22.776626,113.82507831640282,22.77954381924511,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0JDUAG55C,新羌社区行政服务大厅公厕,公共设施;公共厕所;公共厕所,200300,[],宝安区Y142(光侨北路),113.942942,22.800445,113.93804936838043,22.803403897500672,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0IRHLWMEC,松岗地铁站F口公厕,公共设施;公共厕所;公共厕所,200300,[],松岗地铁站F口,113.830604,22.772812,113.825582922113,22.77573202956588,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0FFM3ETSB,公共洗手间,公共设施;公共厕所;公共厕所,200300,[],楼村环村路与环村路交叉口东南80米,113.925238,22.777541,113.92036136712416,22.780533010591377,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0IRHLTORJ,燕川村站公厕,公共设施;公共厕所;公共厕所,200300,[],燕川村红湖路,113.864244,22.8087,113.85930538224368,22.81166531473889,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0FFHF6XKO,公共厕所,公共设施;公共厕所;公共厕所,200300,[],光明区风景北路在上村狮山公园附近,113.910255,22.795195,113.90537804730418,22.798191663539296,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0IDSUKV14,公共厕所(松岗地铁站F进站口),公共设施;公共厕所;公共厕所,200300,[],松岗地铁站F入口,113.830494,22.772823,113.82547262421552,22.77574281780217,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0KBKZ8KIH,楼村南公厕,公共设施;公共厕所;公共厕所,200300,[],光明区楼村环村路楼村老人活动中心,113.925515,22.777432,113.9206382577975,22.78042375511268,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0FFLH3A60,燕岭公园公共厕所(无障碍),公共设施;公共厕所;公共厕所,200300,[],松岗燕岭公园内(东南角),113.863371,22.805849,113.85843064745936,22.808814106134403,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0FFLHDSOA,深圳市室内应急避难场所(光明书院),公共设施;公共设施;公共设施,200000,[],新湖街道洪湖村168号,113.947269,22.812789,113.94236994145852,22.81573538099986,[],广东省,深圳市,光明区,公共设施,公共设施,公共设施
B0JU4193LY,深圳市室内应急避难场所,公共设施;公共设施;公共设施,200000,[],楼村一巷与环村路交叉口东南120米,113.925848,22.777724,113.92097109460336,22.78071530285562,[],广东省,深圳市,光明区,公共设施,公共设施,公共设施
B0FFHFJQ84,公共厕所,公共设施;公共厕所;公共厕所,200300,[],广田路57号,113.868857,22.804467,113.86392841379138,22.807439933270683,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0KBOZDQYV,红湖村东公厕,公共设施;公共厕所;公共厕所,200300,[],光明区环村路,113.945335,22.819403,113.94043813361026,22.822350703456035,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0J24C2KP9,公共厕所,公共设施;公共厕所;公共厕所,200300,[],松河南路165号,113.829807,22.767538,113.82478410959328,22.77045824029232,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0IRHLVC9G,楼村社区工作站玻璃房公厕,公共设施;公共厕所;公共厕所,200300,[],光明区绘猫路77号,113.925754,22.780379,113.92087696680586,22.783369517670323,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0H30HC9DF,公共厕所,公共设施;公共厕所;公共厕所,200300,[],大华路,113.873637,22.810706,113.8687174137241,22.81368237014777,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0JDUAGKKI,红湖村东旧公厕,公共设施;公共厕所;公共厕所,200300,[],宝安区环村路,113.945153,22.820549,113.94025629858768,22.82349662753517,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0FFHLSBWY,公共厕所,公共设施;公共厕所;公共厕所,200300,[],公常路楼村社区公园,113.922893,22.781685,113.91801694120646,22.784677958622336,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0J2LZTOQR,鹧鸪岭公园公厕,公共设施;公共厕所;公共厕所,200300,[],圆岭北路,113.866554,22.803021,113.861620714294,22.80599146832503,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0IRHLSMNO,公共厕所,公共设施;公共厕所;公共厕所,200300,[],光明区西田路,113.902752,22.803578,113.8978708611797,22.80657326825415,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0J2PA69D5,沙浦转运站公厕(无障碍),公共设施;公共厕所;公共厕所,200300,[],沙浦一路55号A栋,113.831745,22.781181,113.8267264625814,22.784100409806417,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0JDUAJZXN,楼村三月风篮球场公厕,公共设施;公共厕所;公共厕所,200300,[],宝安区G228(公常路),113.921469,22.781901,113.91659330819428,22.78489518279922,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0GRJ9RV57,公共厕所(无障碍),公共设施;公共厕所;公共厕所,200300,[],圆岭北路,113.866554,22.803021,113.861620714294,22.80599146832503,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0FFKB9I1H,公话超市,公共设施;公用电话;公用电话,200200,[],莲美二路与丰硕路交叉口东80米,113.906281,22.796383,113.90140237154436,22.79938037916778,[],广东省,深圳市,光明区,公共设施,公用电话,公用电话
B0FFHLSCP5,公共厕所,公共设施;公共厕所;公共厕所,200300,[],洋涌工业区花宝百货(洋涌工业路东),113.8285,22.789043,113.82347218589628,22.79195360580485,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0FFL1R038,深圳市室内应急避难场所(楼村小学),公共设施;公共设施;公共设施,200000,[],新湖街道公常路182号,113.931211,22.78071,113.92633085718568,22.78369391429641,[],广东省,深圳市,光明区,公共设施,公共设施,公共设施
B0J03NZ7JJ,公共厕所,公共设施;公共厕所;公共厕所,200300,[],广田路与罗田龙山四路交叉口西180米,113.875635,22.811884,113.87071903540158,22.81486209415901,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0I6ZCDED9,无障碍公共厕所,公共设施;公共厕所;公共厕所,200300,[],图书馆南侧,113.920774,22.78305,113.91589838552603,22.78604439599164,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0IRHLW6UI,罗田社区公园1号公厕,公共设施;公共厕所;公共厕所,200300,[],燕罗街道高田大道旁,113.873858,22.804171,113.8689392479576,22.807149942029582,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0HBRX66Y9,公共厕所,公共设施;公共厕所;公共厕所,200300,[],光明区北岗村,113.950024,22.816237,113.94512073782582,22.8191765933262,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0JDUAJ51J,洋涌工业区公厕,公共设施;公共厕所;公共厕所,200300,[],洋涌工业中路7号,113.828391,22.789126,113.82336288591428,22.792036370923498,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0HRV7Y5Y5,公共洗手间,公共设施;公共厕所;公共厕所,200300,[],S31龙大高速入口与公常路交叉口北200米,113.920776,22.783068,113.91590038397952,22.78606238822993,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0FFHLT29H,燕川小公园公共厕所(无障碍),公共设施;公共厕所;公共厕所,200300,[],红湖路30号附近,113.862369,22.800469,113.85742676538,22.803434575552306,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0IRHLRZW3,西田社区公园公厕,公共设施;公共厕所;公共厕所,200300,[],光明区西田路,113.900744,22.802498,113.89586150069132,22.805493638207075,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0IRHLVRJR,溪头垃圾转运站公厕,公共设施;公共厕所;公共厕所,200300,[],沙江路144号,113.833109,22.774333,113.82809458493917,22.777257260963204,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0K63ZT332,楼村三月风图书馆公厕,公共设施;公共厕所;公共厕所,200300,[],光明区G228(公常路)三月风足球场看台下,113.920346,22.782755,113.915470485472,22.78574985400923,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0FFF2KDIZ,燕川文化广场-公共厕所(无障碍),公共设施;公共厕所;公共厕所,200300,[],松岗镇燕川社区东八巷1号二楼整层附近,113.865435,22.798175,113.86049963817514,22.801145668063675,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0HU5CNQ1E,公共厕所,公共设施;公共厕所;公共厕所,200300,[],楼村湿地公园内(东侧),113.91964,22.782546,113.91476461340235,22.78554149795375,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0JDUAGCV4,楼村湿地公园公厕,公共设施;公共厕所;公共厕所,200300,[],S31龙大高速出口与公常路交叉口西北100米,113.919719,22.782579,113.91484359966653,22.78557442377761,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0IRHLUBIM,光照未来公园公厕,公共设施;公共厕所;公共厕所,200300,[],光明区光侨路,113.94589,22.795232,113.9409939438652,22.79818725773205,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0H33ZSLKQ,公共洗手间,公共设施;公共厕所;公共厕所,200300,[],垃圾站旁边,113.86408,22.797078,113.85914176912172,22.80004718606049,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0JDAHYG1K,楼村三月风图书馆公共厕所,公共设施;公共厕所;公共厕所,200300,[],S31龙大高速出口与公常路交叉口北220米,113.920666,22.783697,113.91579036561942,22.78669126903733,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0FFGWQ91E,应急避难场所(西田路),公共设施;紧急避难场所;紧急避难场所,200400,[],西田路与展业一路交叉口东40米,113.901048,22.802211,113.89616574750026,22.805206752385512,[],广东省,深圳市,光明区,公共设施,紧急避难场所,紧急避难场所
B0FFF05WT8,龙井路公共厕所(无障碍),公共设施;公共厕所;公共厕所,200300,[],龙井路5号,113.877238,22.799324,113.87232570132656,22.80230817550187,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0I1GSYZS6,楼村综合市场公厕,公共设施;公共厕所;公共厕所,200300,[],荔都路与楼新三路交叉口东北80米,113.927943,22.785279,113.92306458330164,22.78826541948,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0IRHLT236,西田旧村公厕,公共设施;公共厕所;公共厕所,200300,[],宝安区西田路在西田公园附近,113.901398,22.800232,113.89651613143305,22.803228458067647,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0H33KPSZX,罗田市场公共厕所,公共设施;公共厕所;公共厕所,200300,[],燕罗公路221-11号二楼,113.873843,22.796693,113.86892469840004,22.79967454942651,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0KBOZG30R,北岗村东公厕,公共设施;公共厕所;公共厕所,200300,[],宝安区Y142(光侨北路),113.95226,22.814902,113.9473533745466,22.81783737791924,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0J17UI95X,公共厕所,公共设施;公共厕所;公共厕所,200300,[],日升路,113.880776,22.816979,113.87586855018874,22.81996014414072,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0IRHLWME0,罗田文化广场公厕,公共设施;公共厕所;公共厕所,200300,[],燕罗公路221-3号,113.873801,22.796242,113.8688826483448,22.799223660014707,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0IRHLX9CY,上村2转运站公厕,公共设施;公共厕所;公共厕所,200300,[],光明区公明北环大道,113.898445,22.79443,113.89356114820956,22.7974282282499,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0FFLM7ZHU,公共厕所,公共设施;公共厕所;公共厕所,200300,[],兴通路与兴新路交叉口北40米,113.921103,22.765262,113.9162284499179,22.7682619757394,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
B0IRHLRS4M,塘下涌驿站公厕,公共设施;公共厕所;公共厕所,200300,[],燕罗街道燕川菜博士与塘下涌社区交界,113.858584,22.824583,113.85363156182504,22.82753426829253,[],广东省,深圳市,宝安区,公共设施,公共厕所,公共厕所
B0K6XD0NZY,中大地铁站A口公厕,公共设施;公共厕所;公共厕所,200300,[],宝安区G228(公常路),113.954221,22.796491,113.94931237466064,22.79942864760953,[],广东省,深圳市,光明区,公共设施,公共厕所,公共厕所
