id,name,type,typecode,biztype,address,gcj02_x,gcj02_y,wgs84_x,wgs84_y,tel,pname,cityname,adname,大类,中类,小类
B0JDLXPXGI,公共厕所,公共设施;公共厕所;公共厕所,200300,[],鸦岗南大道与文金横路交叉口东南220米,113.173876,23.228772,113.16845824918632,23.231325568878432,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFF2KJZ4,公共厕所,公共设施;公共厕所;男洗手间,200301,[],北沙路与滨江东路交叉口西40米,113.158054,23.192122,113.15260958023106,23.194658827377744,[],广东省,佛山市,南海区,公共设施,公共厕所,男洗手间
B0FFLEOQ87,公共厕所,公共设施;公共厕所;公共厕所,200300,[],大洲文体楼西侧160米,113.168426,23.209303,113.16299937709736,23.211852966878,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UBNK,男洗手间,公共设施;公共厕所;男洗手间,200301,[],邓岗工业三路与邓岗工业一路交叉口西北20米,113.150668,23.185311,113.1452113162688,23.1878372453159,[],广东省,佛山市,南海区,公共设施,公共厕所,男洗手间
B0I0AM8LP4,得胜村应急避难场所,公共设施;公共设施;公共设施,200000,[],大朗村东街与大朗村南街交叉口北20米,113.142469,23.206947,113.1369979265939,23.209451958219105,[],广东省,佛山市,南海区,公共设施,公共设施,公共设施
B0FFH6QZ5U,公共厕所,公共设施;公共厕所;公共厕所,200300,[],里水镇姓苏路里水实验幼儿园附近,113.150639,23.185278,113.14518227034893,23.187804207722845,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0I01UTC18,无障碍公共厕所,公共设施;公共厕所;公共厕所,200300,[],大朗村南街与大朗村西街交叉口东南60米,113.141436,23.207275,113.13596338841228,23.209778246338363,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFLPB9LO,公共厕所,公共设施;公共厕所;公共厕所,200300,[],邓岗工业一路与邓岗大井路交叉口东南60米,113.152804,23.183434,113.1473510337432,23.185964644741915,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFHLSE8N,公共厕所,公共设施;公共厕所;公共厕所,200300,[],红旗路与市场北路交叉口西南300米,113.15183,23.196178,113.14637451945444,23.198702275634584,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UTDZ,公共厕所,公共设施;公共厕所;公共厕所,200300,[],里水大道与朝阳路交叉口东南180米,113.16001,23.194817,113.15456889736184,23.19735642363676,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFGXO9BW,公共厕所,公共设施;公共厕所;公共厕所,200300,[],石荣前路与石荣东路交叉口北40米,113.160271,23.182965,113.15483117309714,23.185509255511345,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UDUE,公共厕所,公共设施;公共厕所;公共厕所,200300,[],大朗村南街与大朗村西街交叉口东南100米,113.14131,23.207065,113.13583721972977,23.20956812772341,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFF2OTD1,公共厕所,公共设施;公共厕所;公共厕所,200300,[],石荣路石荣公园,113.16184,23.184133,113.15640293638516,23.18667972158745,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0JDRKFJ51,公共厕所,公共设施;公共厕所;公共厕所,200300,[],鸦岗南大道与文金横路交叉口东南360米,113.175527,23.228705,113.17011234393364,23.23126171324999,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFH47M1W,公共厕所,公共设施;公共厕所;公共厕所,200300,[],市场北路新前线时尚购物城(西北角),113.156372,23.19732,113.15092425532508,23.19985189694761,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0JDZY2BOS,公共厕所,公共设施;公共厕所;公共厕所,200300,[],摩天轮南侧80米,113.176256,23.226106,113.17084288311152,23.22866496845495,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFGL3NRZ,男洗手间,公共设施;公共厕所;男洗手间,200301,[],市场北路与红旗三横路交叉口东南80米,113.156372,23.19732,113.15092425532508,23.19985189694761,[],广东省,佛山市,南海区,公共设施,公共厕所,男洗手间
B0H6TB51YG,公共厕所,公共设施;公共厕所;公共厕所,200300,[],工业大道,113.172546,23.206456,113.16712727269488,23.209014771595847,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0JD91UI3V,公共厕所,公共设施;公共厕所;公共厕所,200300,[],甘河路与滨江东二路交叉口东160米,113.163655,23.189448,113.15822089275498,23.191996140221352,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFHG26IF,邮政服务亭,公共设施;报刊亭;报刊亭,200100,[],里官路北50米,113.12499,23.213917,113.11949707167128,23.216396343596216,[],广东省,佛山市,南海区,公共设施,报刊亭,报刊亭
B0IUC5WBAE,公共厕所,公共设施;公共厕所;公共厕所,200300,[],滨江东路6号,113.163648,23.192431,113.1582136773258,23.19497803604774,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UBO6,公共厕所(暂停营业),公共设施;公共厕所;公共厕所,200300,[],姜氏大街与黄张大街交叉口北100米,113.146454,23.239007,113.1409868324654,23.24150737974433,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFLF0JTQ,富寿公园-公共厕所,公共设施;公共厕所;公共厕所,200300,[],沿江西路与新兴路交叉口西南200米,113.163494,23.193152,113.1580593457959,23.19569848575933,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UBO2,公共厕所,公共设施;公共厕所;公共厕所,200300,[],森源百货西(恒大·御景半岛南),113.204363,23.187879,113.199000895937,23.19050038921868,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFFTNU54,公共厕所,公共设施;公共厕所;公共厕所,200300,[],里水大道丽景苑,113.158649,23.197586,113.15320526867588,23.20012192789743,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFG1L69B,广州恒大酒店-洗手间,公共设施;公共厕所;公共厕所,200300,[],"金沙洲彩滨北路恒大御景半岛(白云区,近金沙洲大桥西)",113.204478,23.192252,113.1991157707811,23.194871959013884,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFKZL6UC,信和广场(里水分店)-男洗手间,公共设施;公共厕所;公共厕所,200300,[],里水大道北夏塘路37号信和广场F1,113.157234,23.19829,113.151787707465,23.200823102279408,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFKJNUZ6,公共厕所,公共设施;公共厕所;公共厕所,200300,[],白塔村,113.204243,23.185546,113.19888087583706,23.188168069485773,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFH41HPS,男洗手间,公共设施;公共厕所;男洗手间,200301,[],里水北沙社区活动中心东南侧210米,113.143451,23.190029,113.13798254581214,23.19254159409512,[],广东省,佛山市,南海区,公共设施,公共厕所,男洗手间
B0FFH73940,公共厕所,公共设施;公共厕所;公共厕所,200300,[],里水北沙社区活动中心东南侧210米,113.143451,23.190029,113.13798254581214,23.19254159409512,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFL4OZJD,公共厕所,公共设施;公共厕所;公共厕所,200300,[],工业大道中海金沙里,113.205922,23.180014,113.2005626980432,23.18264061142597,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0I2BYTH2U,男洗手间,公共设施;公共厕所;男洗手间,200301,[],环镇南路与甘河路交叉口西北120米,113.153273,23.178577,113.1478211629708,23.18111027680374,[],广东省,佛山市,南海区,公共设施,公共厕所,男洗手间
B0FFKXMNBW,公共厕所,公共设施;公共厕所;公共厕所,200300,[],红旗路与市场北路交叉口西200米,113.151521,23.199138,113.14606479888648,23.201660671417752,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFHGH72Q,邮政服务亭,公共设施;报刊亭;报刊亭,200100,[],里水镇东升路,113.156104,23.199334,113.1506556484447,23.201864689079763,[],广东省,佛山市,南海区,公共设施,报刊亭,报刊亭
B0IUJMH87V,公共厕所,公共设施;公共厕所;公共厕所,200300,[],邓岗长屯路与邓岗长屯横路交叉口西南320米,113.147344,23.179983,113.14188226609,23.182505612388617,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UBS4,公共厕所,公共设施;公共厕所;公共厕所,200300,[],草场大道与上约大街交叉口北60米,113.199572,23.194006,113.19420214278664,23.19661771193848,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFFS7C2I,公共厕所,公共设施;公共厕所;公共厕所,200300,[],新兴路与文化街交叉口西140米,113.162976,23.197083,113.15754012974732,23.199627093590568,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFF2YLKE,公共厕所,公共设施;公共厕所;公共厕所,200300,[],西紫村东街22号河村公园(南侧),113.162058,23.179585,113.15662164211476,23.1821338176753,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0I2RDQNW0,公共厕所,公共设施;公共厕所;公共厕所,200300,[],草场大道与山口园路交叉口西南200米,113.200822,23.196913,113.19545391120428,23.19952564570645,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0I2HX7S72,公共厕所,公共设施;公共厕所;公共厕所,200300,[],草场南二路与草场大道交叉口东南360米,113.198551,23.185274,113.19318010296274,23.187887266615093,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFL0NW7D,公共厕所,公共设施;公共厕所;公共厕所,200300,[],基围大街与草场大道交叉口东南40米,113.20251,23.199792,113.1971443155736,23.2024062394908,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0HD9PZ1WI,公共厕所,公共设施;公共厕所;公共厕所,200300,[],二横路1号洲村公园(西北角),113.198641,23.179969,113.19327060525892,23.18258438340679,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFL4J2BQ,公共厕所,公共设施;公共厕所;公共厕所,200300,[],里广路与树人路交叉口东北120米,113.195405,23.186594,113.19002886523924,23.18920157712285,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UO09,公共厕所(装修中),公共设施;公共厕所;公共厕所,200300,[],里官路与盐潭线交叉口东60米,113.125785,23.213835,113.12029282905053,23.216315226840493,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UBO1,公共厕所,公共设施;公共厕所;公共厕所,200300,[],里水镇东秀路河塱沙市场,113.187043,23.210126,113.18165078602652,23.212710480329225,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFL34UJW,公共厕所,公共设施;公共厕所;公共厕所,200300,[],平地路段南43号九龙公园,113.157629,23.116648,113.1521889497858,23.119213346983585,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFF44GU0,平地公园-公共厕所,公共设施;公共厕所;公共厕所,200300,[],德政路与德政街交叉口东南60米,113.157738,23.116527,113.15229815113211,23.119092594141883,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFLQ65NF,沿江公园-公共厕所,公共设施;公共厕所;公共厕所,200300,[],沿江路与新兴路交叉口东140米,113.165708,23.194775,113.1602773148014,23.19732504249806,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0HGF167R4,公共厕所,公共设施;公共厕所;公共厕所,200300,[],沈五五巷1号,113.141224,23.191359,113.13575216607566,23.193867647895427,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0J3AHL00A,展旗山停车场公共厕所,公共设施;公共厕所;公共厕所,200300,[],里水大道南34号,113.153673,23.156906,113.14822332023566,23.15944823642182,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0IB5DYAMG,公共厕所,公共设施;公共厕所;公共厕所,200300,[],华辉西路与新平地大道交叉口东北200米,113.154258,23.113643,113.14881226212324,23.11620352809788,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFG6UPW0,邮政报刊亭,公共设施;报刊亭;报刊亭,200100,[],新兴路与文化街交叉口西40米,113.164018,23.197056,113.15858404285244,23.199602048086188,[],广东省,佛山市,南海区,公共设施,报刊亭,报刊亭
B0FFFTN9IU,公共厕所,公共设施;公共厕所;公共厕所,200300,[],大家旺超市(佛山一环高速公路西),113.16177,23.157427,113.15633462189604,23.1599837139845,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0JK0GOIAU,公共厕所,公共设施;公共厕所;公共厕所,200300,[],新兴路与文化街交叉口西北20米,113.164233,23.197174,113.15879943026223,23.199720407573608,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0HG06SOU8,公共厕所,公共设施;公共厕所;公共厕所,200300,[],碧桂园山水桃园东侧200米,113.144011,23.149216,113.13854617105588,23.151744973566224,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFL0UB70,公共厕所,公共设施;公共厕所;公共厕所,200300,[],里水谭村河岸,113.167822,23.185896,113.16239584080196,23.18845327594629,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UTFD,公共厕所,公共设施;公共厕所;公共厕所,200300,[],里水大道南23号,113.149083,23.165189,113.14362507667867,23.167720115037625,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0J2CUREJP,公共厕所,公共设施;公共厕所;公共厕所,200300,[],西紫东街15号之2号,113.164662,23.180303,113.15923036572082,23.18285640685374,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFKMR9K1,中国电信IP电话超市平地连锁店,公共设施;公共设施;公共设施,200000,[],黄边西大街与文明路交叉口南80米,113.159878,23.116148,113.15444199860204,23.118717657753603,[],广东省,佛山市,南海区,公共设施,公共设施,公共设施
B0FFF2VP7J,公共厕所,公共设施;公共厕所;公共厕所,200300,[],鸿鑫宝(藤编)高新科技产业园东侧260米,113.14096,23.16062,113.13548987892672,23.16313979242437,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFK7QO5K,公共厕所,公共设施;公共厕所;公共厕所,200300,[],西紫东街与石荣东路交叉口南80米,113.164133,23.179554,113.15870044267938,23.182106696101933,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0HG66ANRI,公共厕所,公共设施;公共厕所;公共厕所,200300,[],人民中路与光明中路交叉口北80米,113.147577,23.124019,113.14211944364568,23.12656381497068,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0HG6SCT6A,公共厕所,公共设施;公共厕所;公共厕所,200300,[],市场路与沙步中路交叉口北50米,113.16624,23.143848,113.16081375382052,23.146418378503228,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFGWKWQH,公共厕所,公共设施;公共厕所;公共厕所,200300,[],文化街5号,113.165446,23.196996,113.16001467949587,23.199544745696333,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFHQGAPS,九龙公园-公共厕所,公共设施;公共厕所;公共厕所,200300,[],平地路段南43号九龙公园,113.147924,23.111057,113.14246787978902,23.11360767452104,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFFTAKJR,公共厕所,公共设施;公共厕所;公共厕所,200300,[],大步创业路大步工业区,113.151672,23.138421,113.14622018099232,23.1409669951034,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0IR11005M,休息区,公共设施;公共设施;公共设施,200000,[],里广路与赤坎路交叉口北60米,113.168938,23.193837,113.16351338163769,23.19639347385705,[],广东省,佛山市,南海区,公共设施,公共设施,公共设施
B02F50UDUC,公共厕所,公共设施;公共厕所;公共厕所,200300,[],一号公馆附近,113.163304,23.176707,113.15787011406556,23.179259213637955,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFKZKN5R,公共厕所,公共设施;公共厕所;公共厕所,200300,[],联江路粤港石化,113.139148,23.164972,113.13367501516774,23.16748740325159,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0I3VGCIVT,洗手间,公共设施;公共厕所;公共厕所,200300,[],纵六路与横三路交叉口东北180米,113.150162,23.203755,113.14470322239656,23.20627367991884,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFF2L9KQ,公共厕所,公共设施;公共厕所;公共厕所,200300,[],雄星北路与雄星中路交叉口北60米,113.16712,23.178598,113.16169303055058,23.181156664305902,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UDUH,公共厕所,公共设施;公共厕所;公共厕所,200300,[],甘蕉商业广场(甘蕉副业路南),113.146635,23.174055,113.14117254481134,23.17657866539969,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFKQFDN6,大沥镇河西社区应急避难场所,公共设施;公共设施;公共设施,200000,[],联平路与穗盐西路交叉口南240米,113.159726,23.085496,113.15429180116608,23.08807807193944,[],广东省,佛山市,南海区,公共设施,公共设施,公共设施
B0HGNDNTNI,公共厕所,公共设施;公共厕所;公共厕所,200300,[],联江路,113.137195,23.162133,113.13171954344104,23.1646466541186,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFF09CS7,公共厕所,公共设施;公共厕所;女洗手间,200302,[],里水村宣朗坊103号附近,113.163073,23.203187,113.15763689256364,23.20572908161148,[],广东省,佛山市,南海区,公共设施,公共厕所,女洗手间
B0FFL6MTWW,大沥镇河西社区应急避难场所,公共设施;公共设施;公共设施,200000,[],东建大厦北侧110米,113.154531,23.091833,113.14908721144464,23.094403029852263,[],广东省,佛山市,南海区,公共设施,公共设施,公共设施
B0J06AGQT4,公共厕所,公共设施;公共厕所;公共厕所,200300,[],江边中路8号,113.164283,23.169611,113.15885139335236,23.172167722285387,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0G1RO3BW9,公共厕所,公共设施;公共厕所;公共厕所,200300,[],西线东路与沈鹿线交叉口南340米,113.137008,23.183236,113.13153085561918,23.185741414148016,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFH98SVD,公共厕所,公共设施;公共厕所;公共厕所,200300,[],里水镇河村雄星篮球场,113.171375,23.179235,113.16595592634896,23.1818014715538,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFHPOKX5,公共厕所,公共设施;公共厕所;公共厕所,200300,[],联河路附近,113.148739,23.093234,113.14328540472886,23.09579341426721,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFKE27CP,公共厕所,公共设施;公共厕所;公共厕所,200300,[],东约路与华辉东路交叉口东180米,113.163625,23.112925,113.1581960264559,23.115502919457622,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFF0K9BD,邮政报刊亭,公共设施;报刊亭;报刊亭,200100,[],东山街与甘蕉和同路交叉口东南50米,113.14459,23.170277,113.13912462073397,23.172798773637616,[],广东省,佛山市,南海区,公共设施,报刊亭,报刊亭
B0FFKV5VH1,公共厕所,公共设施;公共厕所;公共厕所,200300,[],文林街(甘蕉公园),113.143422,23.17261,113.13795468879562,23.17512903261181,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0JDRUIMIJ,新桂公共厕所,公共设施;公共厕所;公共厕所,200300,[],河西大道88号,113.163249,23.081424,113.15782146896166,23.084014304611348,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0HGKGGL3R,公共厕所,公共设施;公共厕所;公共厕所,200300,[],广佛江珠高速华丽仓库,113.166017,23.117911,113.16059209735468,23.12049136655858,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50V3YM,沙涌加油站公共厕所,公共设施;公共厕所;公共厕所,200300,[],加油站,113.163604,23.137642,113.15817331365824,23.140209896401693,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFKUML19,公共厕所,公共设施;公共厕所;公共厕所,200300,[],环江东路与伴仙岗岭南大道交叉口北80米,113.134117,23.178129,113.12863648016456,23.180632315880978,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0IAYHXO15,环保公共厕所,公共设施;公共厕所;公共厕所,200300,[],穗盐西路与佛山一环路交叉口西400米,113.163087,23.090416,113.15765856426422,23.09300223152803,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFH400MO,公共厕所,公共设施;公共厕所;公共厕所,200300,[],广佛路与纺织路交叉口西南100米,113.161221,23.110202,113.15578782638772,23.11277656762222,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0IDTDQTPE,公共厕所,公共设施;公共厕所;公共厕所,200300,[],联江路68号,113.13335,23.154637,113.12787013702264,23.157148260957708,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFI8J2TF,男洗手间,公共设施;公共厕所;公共厕所,200300,[],里广路50号永润广场F3,113.195205,23.183492,113.1898287410501,23.18610038760665,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFFEPEHB,公共厕所,公共设施;公共厕所;公共厕所,200300,[],盛平大道与盛平大道南交叉口西北120米,113.17792,23.189769,113.172512450524,23.19234394013217,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UPDA,公共厕所,公共设施;公共厕所;公共厕所,200300,[],穗盐西路中国石化(金国通加油站),113.145917,23.078306,113.14045992303332,23.080866997249377,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFK7ZUMY,大冲社区应急避险场所,公共设施;公共设施;公共设施,200000,[],联江路与大展线交叉口西南200米,113.132594,23.152166,113.12711339272737,23.15467723171705,[],广东省,佛山市,南海区,公共设施,公共设施,公共设施
B0FFI8JZL5,永润广场(里广新城店)-洗手间,公共设施;公共厕所;公共厕所,200300,[],里广路50号永润广场F1,113.194969,23.183446,113.18959234962834,23.186054006330707,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0HA6Y6SIG,公共厕所,公共设施;公共厕所;公共厕所,200300,[],北沙路与里水市场大道交叉口西北60米,113.131914,23.195681,113.12642961960728,23.19817495622928,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0J0757HGA,公共厕所,公共设施;公共厕所;公共厕所,200300,[],佛山一环路与S47广佛江珠高速出口交叉口西220米,113.165874,23.088106,113.16045084904604,23.09069841617701,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0J0S4F0CU,公共厕所,公共设施;公共厕所;公共厕所,200300,[],黎边路与岳利沙路交叉口南320米,113.156687,23.074893,113.15124811586308,23.077474005500584,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B02F50UBT1,公共厕所,公共设施;公共厕所;公共厕所,200300,[],大步发展路,113.158771,23.131777,113.1533319551772,23.13433830648325,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFH3WBT3,公共厕所,公共设施;公共厕所;公共厕所,200300,[],罗城村大道雅瑶市场,113.14385,23.128185,113.13838635715412,23.130722074786533,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0HG65D9T4,公共厕所,公共设施;公共厕所;公共厕所,200300,[],村前西排巷与环村路交叉口北220米,113.147649,23.131313,113.1421910632866,23.133854996133213,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0JRMSOADL,公共厕所,公共设施;公共厕所;公共厕所,200300,[],美苑大街2号,113.165769,23.11233,113.1603440162502,23.114912180402573,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFMH2Z6D,男洗手间,公共设施;公共厕所;公共厕所,200300,[],岭南路九龙公园(西南角),113.146841,23.108627,113.14138331823058,23.11117687614156,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0FFG8RDRF,九龙公园-公共厕所,公共设施;公共厕所;公共厕所,200300,[],岭南路九龙公园(西南角),113.14683,23.108623,113.14137230109571,23.11117285965509,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
B0J3DHJEYM,联滘桂和和肉菜市场公共厕所,公共设施;公共厕所;公共厕所,200300,[],桂和公路西4号之2号,113.140047,23.11684,113.13457855308964,23.119375799052925,[],广东省,佛山市,南海区,公共设施,公共厕所,公共厕所
